"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","attn","commit","Q111_1","Q111_2","Q111_3","Q111_4","Q113_1","Q113_2","Q113_3","Q113_4","Q115_1","Q115_2","Q115_3","Q115_4","Q84","Q86","Q88","Q90","Q88.1","Q89","Q90.1","Q91","Q93","Q94","Q95","Q96","police_att","police_impt","assault_att","assault_impt","gender","gender_4_TEXT","age","political","condition","topic","statement_attitude","FL_6_DO","FL_81_DO","FL_46_DO","FL_86_DO","text","textID","agree1_disagree0","seedtext","text_wdct","sentiment","followed","own_attitude","text_agree","receptive","issue","issue_pos","issue_agree","issue_extrem","write.time"
"2019-04-10 13:57:13","2019-04-10 14:02:24",0,"67.184.221.251",100,310,1,"2019-04-10 14:02:24","R_33fe2LrIieVsgWA",NA,NA,NA,NA,42.36669921875,-88.0924987792969,"anonymous","EN",21,"I will answer each question with at least three full sentences
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,NA,NA,NA,NA,2,1,1,5,3,NA,NA,2,"-99",29,4,"not_manipulated","police",0,"FL_61","FL_82","Police_Disgree_Statement_5(dataset_id115/p_id70/session4)","","You also have to look at the police officer's point of view. There are times that they feel threatened and in danger. Don't they also have the right to defend their lives and preservation?","blmAnti5",0,"I value human life and feel there is a right to dignity - to be able to live without fear of unreasonable search and seizure. Recent fatal interactions between police and citizens have shown a proclivity to self protection rather than preservation of all human life",36,0,1,1,0,0,"blm",5,1,1,123.434
"2019-04-10 13:55:37","2019-04-10 14:02:32",0,"72.23.67.85",100,415,1,"2019-04-10 14:02:33","R_1r8KxslwioI62Wv",NA,NA,NA,NA,41.2368011474609,-81.9244995117188,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,1,2,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"-99",20,2,"manipulated","sexual_assault",0,"FL_60","FL_83","","SexualAssault_Disagree_Statement_2(part_id=131)","I agree removing someone based simply on accusations would violate the accused person's rights. It would also set a dangerous precedent for future similar cases. However if accusations are true, the accuser should not be forced to remove themselves from their education for being the victim of a very serious crime. ","saAnti2",0,"To immediately remove someone who has been accused of a crime is against their rights. You cannot place judgement until proof is given, an accusation alone is not enough and is unfair to all involved. It would be better for the accuser to remove themselves until it is proven to be true. If someone is accused of assault and then forcibly removed, and after that they are proven innocent, they definitely have a case to sue against the establishment. ",52,-5,1,0,1,1,"sa",2,0,2,148.342
"2019-04-10 13:58:45","2019-04-10 14:02:33",0,"141.233.223.4",100,228,1,"2019-04-10 14:02:33","R_2cwoa4ccGBHWGS1",NA,NA,NA,NA,44.0196990966797,-88.551399230957,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,2,NA,NA,3,1,3,3,6,3,NA,NA,1,"-99",22,1,"not_manipulated","police",1,"FL_61","FL_82","Police_Agree_Statement_2(dataset_id63/p_id44/session2)","","I believe that it is not overblown. It is an issue that our country is struggling over. Obviously there wouldn't be a big uproar if there wasn't a problem. And white America just doesn't seem to realize how much of a problem it actually is. So say that the issue is blown up is ridiculous. I see everyday another story about it.","blmPro2",1,"Yes it has been overblown.  The media has portrayed these incidents to be much more common than they actually are, which has fueled the public reaction to be greater than necessary.  The public reaction has largely overlooked the fact that the majority of these incidents have been started with a suspect resisting a lawful arrest.  It has focused almost exclusively on the officer's actions and ignored the fact that nothing detrimental would have occurred had the suspect complied with the officer's orders.  There has also been rioting and destruction by some in the public that has not accomplished anything positive.  Another overreaction is in the public's call for an immediate termination or filing of criminal charges against an officer when there has not been adequate time to conduct a thorough investigation of the officer's actions.",65,-8,1,1,1,0,"blm",6,1,2,135.005
"2019-04-10 13:56:18","2019-04-10 14:02:44",0,"96.81.9.49",100,386,1,"2019-04-10 14:02:45","R_7QVvvau4VGDpZjH",NA,NA,NA,NA,30.6887969970703,-88.0453033447266,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,NA,NA,1,1,1,1,1,5,3,NA,NA,1,"-99",27,4,"not_manipulated","police",1,"FL_61","FL_82","Police_Agree_Statement_4(datset_id54/p_id60/session2)","","Absolutely. I think that plays a huge part in it and is an excellent point. You are level-headed to give the media the benefit of the doubt and not prescribe motive, because I am not convinced they are not purposefully breeding animosity in the population for political reasons relating to class warfare.","blmPro4",1,"I believe that the media serves as one of the number one factors in why the confrontations are overblown. 10 years ago we did not have social media. Every incident that happened couldn't be recorded and posted to the internet immediately. I believe that we had the same types of issues going on the public just didn't have as much instant access to the information and to see videos of the actual footage. Everyone walks around with a cell phone with a camera attached to them. They can video anything and people do. Events are on social media within seconds of when they occur. Police have to defend their actions much more today because of the sensitivity from social media.",53,0,1,1,1,0,"blm",5,1,1,136.37
"2019-04-10 13:56:42","2019-04-10 14:02:55",0,"96.70.26.57",100,373,1,"2019-04-10 14:02:56","R_32WaK8ceq3irwM5",NA,NA,NA,NA,39.0151977539062,-94.2603988647461,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,"-99",32,2,"manipulated","sexual_assault",0,"FL_60","FL_83","","SexualAssault_Disagree_Statement_5(part_id=116)","I like that you treat both sides of the altercation equally with the same rights. There is always a chance that the defendant may be innocent. Just because there are accusations made, doesn't mean it's true and that the defendant should be treated like a criminal. I really like that you take both parties into consideration.","saAnti5",0,"Of course a sexual assault allegation is a serious matter and should be treated as such. A victim should have the right to be believed in their accusation, however one of the major tenets of our judicial system and our society even is the right of the accused to be considered innocent until proven guilty. It is this basic right, enshrined in our constitution that protects citizens from unjust, vengeful or malicious persecution. I would be fine with a victim having extra physical or restraining order protection if deemed necessary, but the rights of the accused are just as important as those of the accuser. There may be limited circumstances where an accused person may need to be barred from campus or otherwise restrained, such as previous violent convictions or documented behavior.",58,0,1,1,0,1,"sa",5,1,1,152.09
"2019-04-10 13:55:26","2019-04-10 14:03:01",0,"108.29.138.169",100,455,1,"2019-04-10 14:03:02","R_1cZJxr69RSSbts7",NA,NA,NA,NA,40.9391021728516,-73.8352966308594,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,NA,NA,2,3,1,3,NA,NA,NA,5,3,1,"-99",30,1,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_4(part_id=102)","I understand your concern for due process but in this instance i think you need to be concerned for the well-being of the victim, not just physically but also emotionally. & of course people lie, but i would rather err on believing the victim and carrying out a proper investigation than force them to be in an environment with the accused perpetrator. This also happens in dozens of other professional fields; for example if a police officer is under investigation, they are often suspended while that investigation occurs... even if they have not yet been formally charged with a crime. ","saAnti4",0,"The alleged perpetrator should be given due process and a fair trial before anything is done. Assuming guilt before a fair process is the right way. If someone accused me of a crime its my right to be able to defend myself, especially if I did not the crime. If I was assumed guilty before I had the chance, that would be a double crime. Due process needs to be the priority in cases of sexual assault and accusations. Women are not to be believed simply because they are women. Men lie, women lie, everybody is capable of lying.  This idea that women are not capable of lying is a made up idea and if anybody has ever known any women they fully know that women and men are both capable of lying. doesn't matter what gender you are. all people are capable of lies.",100,-3,1,1,0,0,"sa",5,1,1,227.801
"2019-04-10 13:57:25","2019-04-10 14:03:02",0,"174.61.47.79",100,337,1,"2019-04-10 14:03:03","R_2YSpnD5zS6WdRCm",NA,NA,NA,NA,25.7552032470703,-80.2293014526367,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,2,2,2,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,1,"-99",23,3,"manipulated","police",0,"FL_60","FL_82","Police_Disagree_Statement_2(dataset_id84/p_id38/session3)","","i COMPLETE AGREE WITH WHAT YOU ARE SAYING. Yes these cops are out of control and need to be punished for their wrong doings. Only the pople with the same skin color as the police are saying the police are doing no wrong will also pay for their evil ways.","blmAnti2",0,"There have been several instances caught on tape where innocent minorities have been shot and killed. Many police carry their on biases to work with them, like many of us. The difference is that they are armed with guns and the right to shoot to kill. There are instances when the police in question have had work histories that are questionable. Infractions of rules, overstepping authority and so forth. Typically those who say it is overblown are not minorities or if they are they are minorities who themselves are police. There seems to be an understanding that it is not an issue because we have not reach an epic number. Isn't one innocent person killed too much?",50,-3,1,1,0,1,"blm",7,1,3,121.932
"2019-04-10 13:58:11","2019-04-10 14:03:04",0,"65.216.122.124",100,293,1,"2019-04-10 14:03:05","R_5ywwuhmdwuIPTj3",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",21,"I will answer each question with at least three full sentences.",1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,"-99",32,1,"manipulated","police",1,"FL_60","FL_82","Police_Agree_Statement_5(dataset_id21/p_id31/session1)","","It's true that not a lot has been done to improve the dialogue between minorities and law enforcement officers, however, we don't see much, if any of this brutality going on between non-minorities and police officers. Because it seems that only minorities are suffering due to this issue, I think it's fair to blast it on social media until someone answers for their crimes.","blmPro5",1,"While there have been some outright excessive force issues, some unfortunately resulting in the death of minorities at the hands of police, I feel that social media has contributed to the problem by repeatedly replaying these incidents while doing nothing to improve dialogue and truly analyze the data on police use of excessive force against minorities.",68,-1,1,0,0,1,"blm",3,0,1,125.446
"2019-04-10 13:57:28","2019-04-10 14:03:06",0,"47.205.128.36",100,338,1,"2019-04-10 14:03:07","R_2SjIcNOuW8dVZ3u",NA,NA,NA,NA,28.1761932373047,-81.959098815918,"anonymous","EN",21,"I will answer each question with at least three full sentences.",2,2,2,2,2,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,"-99",24,1,"manipulated","sexual_assault",0,"FL_60","FL_83","","SexualAssault_Disagree_Statement_2(part_id=131)","I can get where you're coming from. Our justice system is based on a presumption of innocence, so I understand that it would seen unfair or wrong to remove the accused. However, we are also not considering just how often the victim of such crimes as these- usually women, though not exclusively- are often dismissed when they come forward after being assaulted. We should try and protect wrongfully accused individuals but also not prioritize offenders comfort over that of victims. ","saAnti2",0,"To immediately remove someone who has been accused of a crime is against their rights. You cannot place judgement until proof is given, an accusation alone is not enough and is unfair to all involved. It would be better for the accuser to remove themselves until it is proven to be true. If someone is accused of assault and then forcibly removed, and after that they are proven innocent, they definitely have a case to sue against the establishment. ",81,1,1,1,0,1,"sa",7,1,3,190.324
"2019-04-10 13:56:54","2019-04-10 14:03:08",0,"24.117.35.170",100,373,1,"2019-04-10 14:03:09","R_Zx7UZQp56bAwFbP",NA,NA,NA,NA,32.9096984863281,-109.856002807617,"anonymous","EN",21,"I will answer each question with at least three full sentences",2,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,1,"-99",74,6,"manipulated","police",1,"FL_60","FL_82","Police_Agree_Statement_1(dataset_id4/p_id28/session1)","","That is an interesting point of view. I can see how you have some good points there. Now that I look at it in that way, I can see that there is probably a lot of this going on, especially with the media that we have today. They do not want to report anything that is fair, they want to over blow everything there is an isolated incident, I make it seem like the norm.","blmPro1",1,"I believe that the media plays a major role in blowing these issues out of proportion.  It is easy to take isolated incidents and exploitt them to try and demonstrate profiling or misconduct.  I believe the public reaction is a residue of misinformation or ignorance.  Also- it largly depends on your point of view and your personal experience.",75,2,1,1,1,1,"blm",7,1,3,122.53
"2019-04-10 13:56:55","2019-04-10 14:03:12",0,"76.220.76.169",100,377,1,"2019-04-10 14:03:13","R_1jHWoyPU6560pRj",NA,NA,NA,NA,38.0030975341797,-121.917198181152,"anonymous","EN",21,"I will answer each question with at least three full sentences",1,1,2,2,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,"-99",51,3,"manipulated","sexual_assault",1,"FL_60","FL_83","","SexualAssault_Agree_Statement_1(part_id=4)","I agree that the person should be removed.  The victim has already had enough suffering.  Plus the risk of future issues would be removed.","saPro1",1,"The victim could feel more fear from having the alleged perpetrator near them on the same campus in the same area as them. Having the perpetrator removed would be beneficial to those around campus and allow for investigation to increase. There would be more safety initiated if the perpetrator was removed to protect the campus. There would be less victims by the same perpetrator if they were removed.",24,-2,1,1,1,1,"sa",7,1,3,124.858
"2019-04-10 13:55:52","2019-04-10 14:03:16",0,"47.12.200.11",100,444,1,"2019-04-10 14:03:17","R_3KwRNujfoh6V7kl",NA,NA,NA,NA,44.7391052246094,-90.3114013671875,"anonymous","EN",21,"I will answer each question with at least three full sentences.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,NA,NA,2,1,3,1,NA,NA,NA,5,3,1,"-99",42,7,"not_manipulated","sexual_assault",1,"FL_61","FL_83","","SexualAssault_Agree_Statement_1(part_id=4)","I do agree that the alleged victim would feel more safe if the suspect were removed. However if one believes in innocent until proven guilty, it seems a little premature to make them leave without evidence. Either way I think it is a hard decision to make.","saPro1",1,"The victim could feel more fear from having the alleged perpetrator near them on the same campus in the same area as them. Having the perpetrator removed would be beneficial to those around campus and allow for investigation to increase. There would be more safety initiated if the perpetrator was removed to protect the campus. There would be less victims by the same perpetrator if they were removed.",47,-1,1,1,1,0,"sa",5,1,1,121.782
"2019-04-10 13:58:58","2019-04-10 14:03:17",0,"69.77.229.127",100,259,1,"2019-04-10 14:03:17","R_1Gw98YnkIJXiqdB",NA,NA,NA,NA,43.6154937744141,-96.9501037597656,"anonymous","EN",21,"I will answer each question with at least three full sentences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,NA,3,NA,3,2,2,3,NA,NA,1,1,1,"-99",21,3,"not_manipulated","sexual_assault",0,"FL_61","FL_83","","SexualAssault_Disagree_Statement_1(part_id=157)","I agree.  An accusation by one person isn't enough to warrant repercussions.  There needs to be evidence to determine that crime was committed before the legal process can procede. ","saAnti1",0,"The process includes a thorough investigation before any kind of restraint or arrest of a person. This society's legal process has a basic tenet of innocent until [proven guilty. The college must treat everyone fairly and react strongly only when there is good cause to do so. To immediately act is to assume the accusation is true. The accuser could have a grudge against the accused and just made it up or maybe a past wrong by the accused against wasn't righted and the accuser did it out of spite. We need to be logical, not driven by emotions, gather evidence and listen to all sides, then decide on a course of action.",30,-1,1,0,1,0,"sa",1,0,3,122.061
